Player,Team,No,Pos,Ht,Wt,Birthdate,Country,Exp,College,Salary,Age,G,GS,MP,FG,FGA,FG_pct,ThrP,ThrPA,ThrP_pct,TwoP,TwoPA,TwoP_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS_pct,ThrPA_rate,FT_rate,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG_pct,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,VORP
Dejounte Murray,SAS,5,PG,6.42,170,September 19 1996,us,0,University of Washington,1180080,20,38,8,322,50,116,0.431,9,23,0.391,41,93,0.441,0.47,21,30,0.7,6,36,42,48,8,6,38,29,130,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0.0,0.004,-4.6,-0.2,-4.8,-0.2
Tony Parker,SAS,9,PG,6.17,185,May 17 1982,be,15,,14445313,34,63,63,1587,265,569,0.466,23,69,0.333,242,500,0.484,0.486,85,117,0.726,9,104,113,285,34,2,89,92,638,13.0,0.514,0.121,0.206,0.7,7.3,4.0,27.8,1.1,0.1,12.5,20.2,1.4,1.7,3.0,0.092,-1.2,-1.7,-3.0,-0.4
Jonathon Simmons,SAS,17,SG,6.5,195,September 14 1989,us,1,University of Houston,874636,27,78,8,1392,177,421,0.42,30,102,0.294,147,319,0.461,0.456,99,132,0.75,20,140,160,126,47,25,76,146,483,9.9,0.504,0.242,0.314,1.7,11.1,6.5,13.2,1.7,1.5,13.7,18.0,-0.1,2.1,2.0,0.068,-2.8,0.9,-1.9,0.0
Cole Aldrich,MIN,45,C,6.92,250,October 31 1988,us,6,University of Kansas,7643979,28,62,0,531,45,86,0.523,0,0,,45,86,0.523,0.523,15,22,0.682,51,107,158,25,25,23,17,85,105,12.7,0.549,0.0,0.256,11.0,23.9,17.4,6.4,2.4,3.7,15.1,9.4,0.6,0.7,1.3,0.116,-2.0,2.6,0.6,0.4
Nemanja Bjelica,MIN,88,PF,6.83,240,May 9 1988,rs,1,,3800000,28,65,1,1190,151,356,0.424,56,177,0.316,95,179,0.531,0.503,45,61,0.738,57,187,244,79,40,20,59,154,403,11.0,0.526,0.497,0.171,5.5,18.6,12.0,9.6,1.7,1.4,13.4,16.4,0.6,0.9,1.5,0.059,-0.7,-0.4,-1.1,0.3
Omri Casspi,MIN,18,PF,6.75,225,June 22 1988,il,7,,138414,28,13,0,222,19,38,0.5,2,10,0.2,17,28,0.607,0.526,5,8,0.625,6,14,20,11,13,2,10,24,45,7.5,0.542,0.263,0.211,3.1,7.5,5.3,6.8,3.0,0.8,19.4,10.3,0.0,0.2,0.1,0.032,-2.3,0.7,-1.6,0.0
Gorgui Dieng,MIN,5,PF,6.92,241,January 18 1990,sn,3,University of Louisville,2348783,27,82,82,2653,332,661,0.502,16,43,0.372,316,618,0.511,0.514,136,167,0.814,188,459,647,158,88,95,107,254,816,14.2,0.555,0.065,0.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14.0,3.2,2.5,5.7,0.103,-0.5,2.2,1.8,2.5
Kris Dunn,MIN,3,PG,6.33,210,March 18 1994,us,0,Providence College,3872520,22,78,7,1333,118,313,0.377,21,73,0.288,97,240,0.404,0.411,36,59,0.61,24,142,166,188,78,36,89,178,293,8.1,0.432,0.233,0.188,2.1,12.6,7.3,19.4,3.0,2.3,20.8,14.2,-1.2,1.3,0.1,0.004,-3.7,1.5,-2.2,-0.1
Jordan Hill,MIN,27,C,6.83,235,July 27 1987,us,7,University of Arizona,3911380,29,7,0,47,5,13,0.385,0,0,,5,13,0.385,0.385,2,2,1.0,8,6,14,0,1,0,4,9,12,5.5,0.432,0.0,0.154,19.6,15.1,17.4,0.0,1.1,0.0,22.4,16.8,-0.1,0.0,0.0,-0.033,-6.7,-6.2,-12.9,-0.1
Tyus Jones,MIN,1,PG,6.17,195,May 10 1996,us,1,Duke University,1339680,20,60,0,774,75,181,0.414,26,73,0.356,49,108,0.454,0.486,33,43,0.767,10,57,67,156,48,5,38,50,209,13.8,0.523,0.403,0.238,1.5,8.7,5.0,28.0,3.1,0.6,16.0,13.6,1.0,0.6,1.5,0.096,-0.4,-1.5,-1.8,0.0
Zach LaVine,MIN,8,SG,6.42,189,March 10 1995,us,2,University of California Los Angeles,2240880,21,47,47,1749,326,710,0.459,120,310,0.387,206,400,0.515,0.544,117,140,0.836,19,141,160,139,41,10,85,104,889,14.6,0.576,0.437,0.197,1.2,9.5,5.3,12.6,1.2,0.5,9.9,21.7,2.6,0.4,3.0,0.082,2.2,-2.4,-0.3,0.8
John Lucas III,MIN,11,PG,5.92,166,November 21 1982,us,7,Baylor University,635753,34,5,0,11,1,4,0.25,0,1,0.0,1,3,0.333,0.25,0,0,,0,0,0,1,2,0,0,0,2,9.1,0.25,0.25,0.0,0.0,0.0,0.0,12.5,9.2,0.0,0.0,16.1,0.0,0.0,0.0,-0.033,-6.0,0.5,-5.6,0.0
Shabazz Muhammad,MIN,15,SF,6.5,223,November 13 1992,us,3,University of California Los Angeles,3046299,24,78,1,1516,288,598,0.482,49,145,0.338,239,453,0.528,0.523,147,190,0.774,84,136,220,35,22,6,56,86,772,14.9,0.566,0.242,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,2.5,0.2,2.7,0.086,-0.2,-4.3,-4.4,-0.9
Adreian Payne,MIN,33,PF,6.83,237,February 19 1991,us,2,Michigan State University,2022240,25,18,0,135,23,54,0.426,3,15,0.2,20,39,0.513,0.454,14,19,0.737,9,24,33,7,8,7,8,32,63,14.4,0.505,0.278,0.352,7.7,21.0,14.3,8.0,3.0,4.4,11.4,23.1,0.0,0.2,0.2,0.086,-2.2,0.7,-1.5,0.0
Ricky Rubio,MIN,9,PG,6.33,194,October 21 1990,es,5,,13550000,26,75,75,2469,261,650,0.402,60,196,0.306,201,454,0.443,0.448,254,285,0.891,68,237,305,682,128,10,195,202,836,16.8,0.539,0.302,0.438,3.2,11.4,7.2,38.9,2.6,0.3,20.1,17.4,4.5,1.7,6.1,0.119,1.7,-0.9,0.8,1.7
Brandon Rush,MIN,4,SG,6.5,220,July 7 1985,us,8,University of Kansas,3500000,31,47,33,1030,70,187,0.374,44,114,0.386,26,73,0.356,0.492,13,18,0.722,16,83,99,45,22,23,28,42,197,6.6,0.505,0.61,0.096,1.8,9.5,5.6,5.8,1.1,1.9,12.6,9.6,0.1,0.3,0.4,0.019,-2.0,-0.1,-2.1,0.0
Lance Stephenson,MIN,7,SG,6.42,230,September 5 1990,us,6,University of Cincinnati,144386,26,6,0,67,10,21,0.476,0,2,0.0,10,19,0.526,0.476,1,2,0.5,0,10,10,5,0,0,4,2,21,6.6,0.48,0.095,0.095,0.0,17.7,8.7,11.2,0.0,0.0,15.5,17.1,-0.1,0.0,-0.1,-0.045,-6.1,-3.1,-9.2,-0.1
Karl-Anthony Towns,MIN,32,C,7.0,244,November 15 1995,us,1,University of Kentucky,5960160,21,82,82,3030,802,1480,0.542,101,275,0.367,701,1205,0.582,0.576,356,428,0.832,296,711,1007,220,56,103,212,241,2061,25.9,0.618,0.186,0.289,11.2,27.8,19.4,13.2,0.9,2.9,11.3,27.5,9.9,2.8,12.7,0.201,4.7,0.2,4.9,5.3
Andrew Wiggins,MIN,22,SF,6.67,199,February 23 1995,ca,2,University of Kansas,6006600,21,82,82,3048,709,1570,0.452,103,289,0.356,606,1281,0.473,0.484,412,542,0.76,102,226,328,189,82,30,187,183,1933,16.5,0.534,0.184,0.345,3.8,8.8,6.3,10.6,1.4,0.8,9.4,29.0,3.3,0.9,4.2,0.066,0.2,-2.9,-2.7,-0.6
Darrell Arthur,DEN,0,PF,6.75,235,March 25 1988,us,7,University of Kansas,8070175,28,41,7,639,95,215,0.442,53,117,0.453,42,98,0.429,0.565,19,22,0.864,25,87,112,42,19,21,36,76,262,12.8,0.583,0.544,0.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,0.6,0.4,1.1,0.081,0.3,-0.6,-0.3,0.3
Will Barton,DEN,5,SG,6.5,175,January 6 1991,us,4,University of Memphis,3533333,26,60,19,1705,295,666,0.443,87,235,0.37,208,431,0.483,0.508,143,190,0.753,58,201,259,206,48,28,97,110,820,15.5,0.547,0.353,0.285,3.8,12.9,8.4,17.7,1.4,1.3,11.5,21.1,2.5,0.8,3.3,0.093,1.3,-1.0,0.3,1.0
Malik Beasley,DEN,25,SG,6.42,196,November 26 1996,us,0,Florida State University,1627320,20,22,1,165,33,73,0.452,9,28,0.321,24,45,0.533,0.514,8,10,0.8,5,12,17,11,7,0,8,10,83,13.7,0.536,0.384,0.137,3.4,8.0,5.7,10.2,2.1,0.0,9.4,22.0,0.1,0.1,0.2,0.057,-0.5,-3.5,-3.9,-0.1
Wilson Chandler,DEN,21,SF,6.67,225,May 10 1987,us,8,DePaul University,11200000,29,71,33,2197,433,939,0.461,110,326,0.337,323,613,0.527,0.52,141,194,0.727,103,357,460,141,51,30,114,172,1117,14.9,0.545,0.347,0.207,5.2,17.8,11.6,9.8,1.1,1.1,10.0,22.0,2.4,1.1,3.5,0.077,0.5,-1.4,-0.9,0.6
Kenneth Faried,DEN,35,PF,6.67,228,November 19 1989,us,5,Morehead State University,12078652,27,61,34,1296,228,416,0.548,0,6,0.0,228,410,0.556,0.548,131,189,0.693,183,279,462,55,43,40,59,124,587,20.3,0.588,0.014,0.454,15.8,23.6,19.7,6.3,1.6,2.4,10.6,18.3,3.3,1.2,4.5,0.168,0.9,-0.1,0.8,0.9
Danilo Gallinari,DEN,8,SF,6.83,225,August 8 1988,it,7,,15050000,28,63,63,2134,335,750,0.447,126,324,0.389,209,426,0.491,0.531,349,387,0.902,39,286,325,135,40,15,82,93,1145,17.4,0.622,0.432,0.516,2.0,14.7,8.4,9.1,0.9,0.5,8.2,20.0,6.2,0.7,6.8,0.154,2.9,-2.1,0.8,1.5
Alonzo Gee,DEN,7,SF,6.5,225,May 29 1987,us,7,University of Alabama,495227,29,13,0,89,3,14,0.214,0,3,0.0,3,11,0.273,0.214,5,9,0.556,4,11,15,6,5,1,4,14,11,3.1,0.306,0.214,0.643,5.0,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-5.6,1.0,-4.6,-0.1
Gary Harris,DEN,14,SG,6.33,210,September 14 1994,us,2,Michigan State University,1655880,22,57,56,1782,320,637,0.502,107,255,0.42,213,382,0.558,0.586,104,134,0.776,48,130,178,164,71,8,76,92,851,16.5,0.611,0.4,0.21,3.0,8.0,5.5,13.6,1.9,0.3,9.8,18.4,3.9,0.7,4.6,0.124,3.1,-1.6,1.5,1.6
Juan Hernangomez,DEN,41,PF,6.75,230,September 28 1995,es,0,,1987440,21,62,9,842,101,224,0.451,46,113,0.407,55,111,0.495,0.554,57,76,0.75,43,144,187,29,30,12,31,62,305,13.4,0.592,0.504,0.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,1.2,0.6,1.8,0.104,-0.1,-1.2,-1.3,0.1
Roy Hibbert,DEN,34,C,7.17,270,December 11 1986,us,8,Georgetown University,5000000,30,6,0,11,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,1,1,2,1,0,2,1,3,4,16.3,0.667,0.0,0.0,10.1,10.0,10.0,13.5,0.0,14.1,25.0,15.5,0.0,0.0,0.0,0.119,-1.9,5.1,3.2,0.0
Nikola Jokic,DEN,15,C,6.83,250,February 19 1995,rs,1,,1358500,21,73,59,2038,494,854,0.578,45,139,0.324,449,715,0.628,0.605,188,228,0.825,212,506,718,359,61,55,171,214,1221,26.3,0.64,0.163,0.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,7.7,2.0,9.7,0.228,6.2,2.2,8.4,5.3
Mike Miller,DEN,3,SF,6.67,218,February 19 1980,us,16,University of Florida,3500000,36,20,0,151,9,23,0.391,8,20,0.4,1,3,0.333,0.565,2,2,1.0,2,36,38,22,2,0,13,9,28,7.6,0.586,0.87,0.087,1.5,26.1,13.9,18.3,0.6,0.0,35.2,10.4,0.0,0.1,0.1,0.018,-3.2,-0.8,-4.1,-0.1
Emmanuel Mudiay,DEN,0,PG,6.42,200,March 5 1996,cd,1,,3241800,20,55,41,1406,208,551,0.377,56,178,0.315,152,373,0.408,0.428,131,167,0.784,29,149,178,217,41,13,123,95,603,10.9,0.483,0.323,0.303,2.3,11.6,7.0,21.8,1.4,0.7,16.5,22.6,-0.4,0.5,0.2,0.006,-2.0,-1.7,-3.7,-0.6
Jamal Murray,DEN,27,SG,6.33,207,February 23 1997,ca,0,University of Kentucky,3210840,19,82,10,1764,295,730,0.404,115,344,0.334,180,386,0.466,0.483,106,120,0.883,41,173,214,170,51,24,113,124,811,11.9,0.518,0.471,0.164,2.6,10.7,6.7,14.0,1.4,1.1,12.6,21.6,0.6,0.7,1.3,0.037,-0.5,-2.1,-2.6,-0.3
Jameer Nelson,DEN,1,PG,6.0,190,February 9 1982,us,12,Saint Joseph's University,4540525,34,75,39,2045,268,604,0.444,106,273,0.388,162,331,0.489,0.531,45,63,0.714,28,164,192,385,54,8,128,197,687,11.5,0.544,0.452,0.104,1.5,8.8,5.2,26.0,1.3,0.3,16.8,15.8,2.3,0.5,2.8,0.066,0.4,-2.3,-2.0,0.0
Johnny O'Bryant,DEN,9,PF,6.75,257,June 1 1993,us,2,Louisiana State University,115344,23,7,0,46,7,15,0.467,2,3,0.667,5,12,0.417,0.533,4,4,1.0,5,6,11,2,0,1,3,4,20,14.4,0.597,0.2,0.267,12.1,14.3,13.2,6.2,0.0,1.7,15.2,18.3,0.1,0.0,0.1,0.096,-0.8,-3.2,-4.0,0.0
Mason Plumlee,DEN,24,C,6.92,245,March 5 1990,us,3,Duke University,2328530,26,27,10,632,99,181,0.547,0,1,0.0,99,180,0.55,0.547,47,76,0.618,50,123,173,70,19,29,46,77,245,16.3,0.571,0.006,0.42,8.8,21.3,15.1,15.9,1.5,3.6,17.7,17.5,0.8,0.6,1.4,0.107,-0.7,2.2,1.5,0.6
Jarnell Stokes,DEN,12,C,6.75,263,January 7 1994,us,2,University of Tennessee,150000,23,2,0,7,1,1,1.0,0,0,,1,1,1.0,1.0,1,2,0.5,1,1,2,2,1,0,0,3,3,31.5,0.798,0.0,2.0,15.9,15.6,15.8,40.1,7.0,0.0,0.0,11.4,0.1,0.0,0.1,0.48,11.8,3.6,15.4,0.0
Alan Anderson,LAC,9,SF,6.5,220,October 16 1982,us,7,Michigan State University,1315448,34,30,0,308,30,80,0.375,14,44,0.318,16,36,0.444,0.463,12,16,0.75,3,21,24,11,3,0,7,35,86,5.0,0.494,0.55,0.2,1.1,7.4,4.4,4.9,0.5,0.0,7.4,13.7,0.0,0.1,0.1,0.02,-2.6,-2.3,-4.9,-0.2
Brandon Bass,LAC,30,PF,6.67,250,April 30 1985,us,11,Louisiana State University,1551659,31,52,0,577,107,186,0.575,1,3,0.333,106,183,0.579,0.578,77,88,0.875,43,86,129,21,14,11,29,45,292,19.7,0.65,0.016,0.473,8.6,16.2,12.5,5.7,1.2,1.6,11.4,19.7,1.6,0.6,2.2,0.186,0.1,-0.8,-0.7,0.2
Jamal Crawford,LAC,11,SG,6.42,200,March 20 1980,us,16,University of Michigan,13253012,36,82,1,2157,359,870,0.413,116,322,0.36,243,548,0.443,0.479,174,203,0.857,17,112,129,214,61,14,134,115,1008,12.0,0.525,0.37,0.233,0.9,5.7,3.3,15.2,1.4,0.5,12.3,22.7,0.5,1.4,1.9,0.043,-1.0,-2.1,-3.0,-0.6
Raymond Felton,LAC,2,PG,6.08,205,June 26 1984,us,11,University of North Carolina,1551659,32,80,11,1700,221,514,0.43,46,144,0.319,175,370,0.473,0.475,50,64,0.781,33,185,218,191,66,22,83,125,538,10.9,0.496,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,0.2,1.8,1.9,0.055,-1.8,0.8,-1.0,0.4
Blake Griffin,LAC,32,PF,6.83,251,March 16 1989,us,6,University of Oklahoma,20140838,27,61,61,2076,479,971,0.493,38,113,0.336,441,858,0.514,0.513,320,421,0.76,112,385,497,300,57,22,142,157,1316,22.6,0.569,0.116,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28.0,5.4,2.4,7.7,0.179,3.2,1.3,4.4,3.4
Brice Johnson,LAC,10,PF,6.83,230,June 27 1994,us,0,University of North Carolina,1273920,22,3,0,9,2,7,0.286,0,0,,2,7,0.286,0.286,0,0,,1,2,3,1,2,1,1,0,4,17.2,0.286,0.0,0.0,12.8,24.2,18.6,18.6,11.1,9.1,12.5,39.8,-0.1,0.0,0.0,-0.165,-10.7,12.1,1.3,0.0
Wesley Johnson,LAC,33,SF,6.58,215,July 11 1987,us,6,Iowa State University,5628000,29,68,3,810,73,200,0.365,29,118,0.246,44,82,0.537,0.438,11,17,0.647,26,155,181,23,29,30,18,83,186,8.4,0.448,0.59,0.085,3.7,20.8,12.5,3.9,1.8,3.0,8.0,12.5,-0.3,1.2,0.9,0.051,-3.4,1.6,-1.8,0.0
DeAndre Jordan,LAC,6,C,6.92,265,July 21 1988,us,8,Texas A&amp;M; University,21165675,28,81,81,2570,412,577,0.714,0,2,0.0,412,575,0.717,0.714,205,425,0.482,298,816,1114,96,51,134,115,212,1029,21.8,0.673,0.003,0.737,13.3,34.6,24.2,5.7,1.0,4.3,13.1,15.3,7.2,4.6,11.8,0.221,1.0,3.0,4.1,3.9
Luc Mbah a Moute,LAC,12,SF,6.67,230,September 9 1986,cm,8,University of California Los Angeles,2203000,30,80,76,1787,191,378,0.505,43,110,0.391,148,268,0.552,0.562,59,87,0.678,44,126,170,39,81,35,46,122,484,10.2,0.581,0.291,0.23,2.8,7.7,5.3,3.1,2.3,1.6,10.0,11.6,1.3,1.8,3.1,0.084,-0.8,1.6,0.7,1.2
Chris Paul,LAC,3,PG,6.0,175,May 6 1985,us,11,Wake Forest University,22868827,31,61,61,1921,374,785,0.476,124,302,0.411,250,483,0.518,0.555,232,260,0.892,40,264,304,563,119,8,147,146,1104,26.2,0.614,0.385,0.331,2.4,15.0,8.9,46.8,3.1,0.3,14.0,24.4,7.9,2.6,10.6,0.264,7.8,1.1,8.8,5.3
Paul Pierce,LAC,34,SF,6.58,235,October 13 1977,us,18,University of Kansas,3500000,39,25,7,277,28,70,0.4,15,43,0.349,13,27,0.481,0.507,10,13,0.769,1,47,48,10,4,5,16,40,81,5.7,0.535,0.614,0.186,0.4,18.5,9.7,5.0,0.7,1.5,17.4,14.8,-0.2,0.3,0.1,0.015,-3.9,-0.5,-4.4,-0.2
J.J. Redick,LAC,4,SG,6.33,190,June 24 1984,us,10,Duke University,7377500,32,78,78,2198,396,890,0.445,201,468,0.429,195,422,0.462,0.558,180,202,0.891,11,160,171,110,54,13,98,125,1173,14.8,0.599,0.526,0.227,0.6,7.9,4.4,7.8,1.2,0.5,9.1,22.0,3.3,1.5,4.8,0.105,2.0,-2.1,-0.1,1.1
Austin Rivers,LAC,25,SG,6.33,200,August 1 1992,us,4,Duke University,11000000,24,74,29,2054,323,731,0.442,111,299,0.371,212,432,0.491,0.518,132,191,0.691,20,141,161,204,48,10,115,187,889,11.4,0.545,0.409,0.261,1.1,7.5,4.4,15.0,1.2,0.4,12.4,20.3,1.2,1.3,2.5,0.059,-0.1,-1.5,-1.6,0.2
Marreese Speights,LAC,5,C,6.83,255,August 4 1987,us,8,University of Florida,1403611,29,82,2,1286,244,548,0.445,103,277,0.372,141,271,0.52,0.539,120,137,0.876,88,285,373,65,23,41,69,229,711,17.5,0.584,0.505,0.25,7.9,24.1,16.2,8.0,0.9,2.6,10.2,23.6,2.5,1.7,4.2,0.155,1.5,-0.8,0.7,0.9
Diamond Stone,LAC,0,C,6.92,255,February 10 1997,us,0,University of Maryland,543471,19,7,0,24,3,13,0.231,0,0,,3,13,0.231,0.231,4,4,1.0,1,5,6,0,0,1,2,5,10,-1.2,0.339,0.0,0.308,4.8,22.7,14.0,0.0,0.0,3.4,11.9,31.3,-0.1,0.0,-0.1,-0.211,-17.3,-6.8,-24.1,-0.1
Tarik Black,LAL,28,C,6.75,250,November 22 1991,us,2,University of Memphis,6191000,25,67,16,1091,150,294,0.51,1,2,0.5,149,292,0.51,0.512,82,109,0.752,144,199,343,39,29,44,58,173,383,15.0,0.56,0.007,0.371,13.9,20.7,17.2,5.3,1.3,3.3,14.5,15.7,1.5,0.8,2.4,0.105,-1.8,0.2,-1.6,0.1
Corey Brewer,LAL,3,SF,6.75,186,March 5 1986,us,9,University of Florida,7600000,30,24,3,358,53,121,0.438,5,24,0.208,48,97,0.495,0.459,18,24,0.75,11,41,52,36,24,8,19,29,129,13.3,0.49,0.198,0.198,3.2,13.0,7.9,15.0,3.3,1.8,12.6,18.0,0.0,0.3,0.3,0.047,-2.4,0.7,-1.7,0.0
Jose Calderon,LAL,5,PG,6.25,200,September 28 1981,es,11,,7708427,35,24,11,292,32,77,0.416,12,34,0.353,20,43,0.465,0.494,4,4,1.0,8,34,42,51,7,1,26,22,80,9.1,0.508,0.442,0.052,2.9,13.2,7.9,24.7,1.2,0.3,24.8,15.3,-0.1,0.1,0.0,0.0,-3.0,-2.1,-5.1,-0.2
Jordan Clarkson,LAL,6,SG,6.42,194,June 7 1992,us,2,University of Tulsa,12500000,24,82,19,2397,477,1071,0.445,117,356,0.329,360,715,0.503,0.5,134,168,0.798,49,197,246,213,88,8,164,150,1205,13.2,0.526,0.332,0.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,0.024,-0.5,-2.3,-2.7,-0.4
Luol Deng,LAL,9,SF,6.75,220,April 16 1985,ss,12,Duke University,18000000,31,56,49,1486,164,424,0.387,51,165,0.309,113,259,0.436,0.447,46,63,0.73,63,232,295,74,48,20,43,61,425,10.1,0.47,0.389,0.149,4.5,17.7,10.8,7.0,1.6,1.1,8.7,14.2,0.1,0.8,0.9,0.029,-2.3,-0.2,-2.5,-0.2
Tyler Ennis,LAL,11,PG,6.25,194,August 24 1994,ca,2,Syracuse University,1733880,22,22,2,392,65,144,0.451,21,54,0.389,44,90,0.489,0.524,19,22,0.864,5,21,26,52,19,2,21,29,170,14.3,0.553,0.375,0.153,1.3,6.1,3.6,20.3,2.4,0.4,12.0,19.0,0.5,0.1,0.6,0.077,0.1,-2.8,-2.7,-0.1
Brandon Ingram,LAL,14,SF,6.75,190,September 2 1997,us,0,Duke University,5281680,19,79,40,2279,276,686,0.402,55,187,0.294,221,499,0.443,0.442,133,214,0.621,60,256,316,166,50,36,116,158,740,8.5,0.474,0.273,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1.0,0.7,-0.3,-0.007,-3.1,-0.7,-3.8,-1.1
Timofey Mozgov,LAL,20,C,7.08,275,July 16 1986,ru,6,,16000000,30,54,52,1104,169,328,0.515,0,1,0.0,169,327,0.517,0.515,63,78,0.808,104,160,264,43,16,31,72,133,401,12.3,0.553,0.003,0.238,9.9,16.4,13.1,5.9,0.7,2.3,16.6,16.8,0.7,0.4,1.1,0.048,-2.8,-0.8,-3.6,-0.4
David Nwaba,LAL,10,SG,6.33,209,January 14 1993,us,0,California Polytechnic State University San Luis Obispo,137466,24,20,2,397,47,81,0.58,1,5,0.2,46,76,0.605,0.586,25,39,0.641,17,46,63,14,13,7,11,36,120,12.2,0.611,0.062,0.481,4.5,13.1,8.7,5.0,1.6,1.4,10.1,11.8,0.6,0.2,0.8,0.091,-1.7,-0.3,-1.9,0.0
Julius Randle,LAL,30,PF,6.75,250,November 29 1994,us,2,University of Kentucky,3267120,22,74,73,2132,377,773,0.488,17,63,0.27,360,710,0.507,0.499,204,282,0.723,150,486,636,264,49,37,173,248,975,16.3,0.543,0.082,0.365,7.4,25.8,16.3,19.3,1.1,1.4,16.2,21.4,2.0,1.5,3.5,0.08,-0.8,0.7,0.0,1.1
Thomas Robinson,LAL,15,PF,6.83,237,March 17 1991,us,4,University of Kansas,1050961,25,48,1,560,105,196,0.536,0,1,0.0,105,195,0.538,0.536,31,66,0.47,84,139,223,31,26,9,46,76,241,17.3,0.535,0.005,0.337,15.8,28.1,21.8,8.8,2.3,1.3,17.0,20.7,0.3,0.6,0.9,0.079,-2.2,-0.1,-2.3,0.0
D'Angelo Russell,LAL,1,PG,6.42,195,February 23 1996,us,1,Ohio State University,5332800,20,63,60,1811,351,867,0.405,135,384,0.352,216,483,0.447,0.483,147,188,0.782,31,190,221,303,87,16,176,130,984,15.3,0.518,0.443,0.217,1.8,11.9,6.7,26.8,2.3,0.7,15.6,26.6,0.3,1.0,1.3,0.033,1.1,-1.6,-0.5,0.7
Metta World Peace,LAL,37,SF,6.5,260,November 13 1979,us,16,St. John's University,1551659,37,25,2,160,19,68,0.279,9,38,0.237,10,30,0.333,0.346,10,16,0.625,5,15,20,11,10,2,7,18,57,6.5,0.38,0.559,0.235,3.3,10.6,6.8,9.8,3.0,1.0,8.5,21.9,-0.3,0.1,-0.2,-0.061,-4.1,-2.1,-6.2,-0.2
Nick Young,LAL,0,SG,6.58,210,June 1 1985,us,9,University of Southern California,5443918,31,60,60,1556,272,633,0.43,170,421,0.404,102,212,0.481,0.564,77,90,0.856,25,113,138,58,37,14,36,137,791,14.1,0.588,0.665,0.142,1.7,8.2,4.8,5.8,1.2,0.7,5.1,19.5,3.0,0.2,3.2,0.098,2.7,-3.4,-0.7,0.5
Ivica Zubac,LAL,40,C,7.08,265,March 18 1997,ba,0,,1034956,19,38,11,609,126,238,0.529,0,3,0.0,126,235,0.536,0.529,32,49,0.653,41,118,159,30,14,33,30,66,284,17.0,0.547,0.013,0.206,7.1,21.9,14.3,8.1,1.1,4.4,10.4,20.3,0.6,0.5,1.1,0.086,-2.7,0.3,-2.5,-0.1
Arron Afflalo,SAC,40,SG,6.42,210,October 15 1985,us,9,University of California Los Angeles,12500000,31,61,45,1580,185,420,0.44,62,151,0.411,123,269,0.457,0.514,83,93,0.892,9,116,125,78,21,6,42,104,515,8.9,0.559,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,1.2,0.2,1.4,0.043,-1.4,-2.1,-3.5,-0.6
Matt Barnes,SAC,22,SF,6.58,226,March 9 1980,us,13,University of California Los Angeles,6125000,36,54,13,1367,147,383,0.384,69,211,0.327,78,172,0.453,0.474,50,66,0.758,55,238,293,150,36,17,83,138,413,10.2,0.501,0.551,0.172,4.7,19.9,12.4,16.3,1.3,1.1,16.8,16.4,-0.1,1.0,1.0,0.034,-1.2,0.3,-1.0,0.4
Willie Cauley-Stein,SAC,0,C,7.0,240,August 18 1993,us,1,University of Kentucky,3551160,23,75,21,1421,255,481,0.53,0,2,0.0,255,479,0.532,0.53,101,151,0.669,85,254,339,80,53,44,69,147,611,16.3,0.558,0.004,0.314,7.0,20.4,13.8,9.4,1.9,2.8,11.2,19.7,1.4,1.5,2.9,0.1,-2.0,0.8,-1.2,0.3
Darren Collison,SAC,7,PG,6.0,175,August 23 1987,us,7,University of California Los Angeles,5229454,29,68,64,2063,340,714,0.476,73,175,0.417,267,539,0.495,0.527,147,171,0.86,23,129,152,312,67,9,114,119,900,15.3,0.57,0.245,0.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,0.091,0.8,-2.3,-1.5,0.3
Tyreke Evans,SAC,32,SF,6.5,220,September 19 1989,us,7,University of Memphis,10661286,27,14,6,314,59,143,0.413,21,48,0.438,38,95,0.4,0.486,24,34,0.706,7,44,51,33,12,5,22,19,163,14.9,0.516,0.336,0.238,2.6,16.0,9.4,17.7,1.9,1.5,12.2,26.0,0.0,0.3,0.2,0.034,-1.0,-1.2,-2.2,0.0
